PLAYER,POS_CFB,YEAR_RECRUITED,RNK_RECRUITED,STAR,247_SCORE,COLLEGE_CFB,HOME_CITY,HOME_STATE,LAT,LNG,YEAR_DRAFTED,DRAFT_RND,DRAFT_PICK,NFL_TEAM,POS_NFL,COLLEGE_NFL
Sheldon Richardson,DT,2009,28,5,0.9859,Missouri,Visalia,CA,36.3302284,-119.2920585,2013,1,13,NYJ,DT,Missouri
Sebastian Tretola,OG,2010,1410,3,0.8337,Nevada,San Bernardino,CA,34.1083449,-117.2897652,2016,6,193,TEN,G,Arkansas
Damontae Kazee,ATH,2012,2058,2,0.7782,San Diego State,San Bernardino,CA,34.1083449,-117.2897652,2017,5,149,ATL,CB,San Diego State
K.J. Wright,OLB,2007,927,3,0.8333,Mississippi State,Olive Branch,MS,34.9617605,-89.8295315,2011,4,99,SEA,LB,Mississippi State
Shon Coleman,OT,2010,99,4,0.9528,Auburn,Olive Branch,MS,34.9617605,-89.8295315,2016,3,76,CLE,T,Auburn
Jalen Collins,CB,2011,349,3,0.8772,LSU,Olive Branch,MS,34.9617605,-89.8295315,2015,2,42,ATL,CB,LSU
Jeremiah George,OLB,2010,781,3,0.8622,Iowa State,Clearwater,FL,27.9658533,-82.8001026,2014,5,154,NYJ,LB,Iowa State
Linval Joseph,OT,2007,931,3,0.8333,East Carolina,Alachua,FL,29.675568,-82.3640109,2010,2,46,NYG,DT,East Carolina
Josh LeRibeus,OG,2007,941,3,0.8333,SMU,Richardson,TX,32.9481789,-96.7297206,2012,3,71,WAS,G,SMU
Corey Coleman,ATH,2012,154,4,0.9371,Baylor,Richardson,TX,32.9481789,-96.7297206,2016,1,15,CLE,WR,Baylor
Trey Caldwell,CB,2012,2729,2,0.7431,Louisiana-Monroe,Richardson,TX,32.9481789,-96.7297206,2016,5,173,CLE,DB,Louisiana-Monroe
Dwayne Washington,WR,2012,1277,3,0.8252,Washington,Cerritos,CA,33.8644291,-118.0539323,2016,7,236,DET,RB,Washington
Chris Watt,OG,2009,40,4,0.9783,Notre Dame,Glen Ellyn,IL,41.8775293,-88.0670118,2014,3,89,SDG,G,Notre Dame
Vincent Brown,WR,2007,1316,3,0.7976,San Diego State,Rancho Cucamonga,CA,34.1033192,-117.5751735,2011,3,82,SDG,WR,San Diego State
Randall Telfer,TE,2010,159,4,0.9305,USC,Rancho Cucamonga,CA,34.1033192,-117.5751735,2015,6,198,CLE,TE,USC
B.J. Cunningham,WR,2007,987,3,0.8292,Michigan State,Westerville,OH,40.1261743,-82.9290696,2012,6,183,MIA,WR,Michigan State
Nick Vannett,TE,2011,197,4,0.9116,Ohio State,Westerville,OH,40.1261743,-82.9290696,2016,3,94,SEA,TE,Ohio State
Dalvin Tomlinson,DT,2012,215,4,0.9195,Alabama,McDonough,GA,33.4473361,-84.1468616,2017,2,55,NYG,DT,Alabama
D.J. White,CB,2012,443,3,0.8829,Georgia Tech,McDonough,GA,33.4473361,-84.1468616,2016,6,178,KAN,CB,Georgia Tech
Stephen Hill,WR,2009,437,3,0.8782,Georgia Tech,Lithonia,GA,33.7123305,-84.1051939,2012,2,43,NYJ,WR,Georgia Tech
Kevin Byard,WR,2011,1664,2,0.7788,Middle Tennessee State,Lithonia,GA,33.7123305,-84.1051939,2016,3,64,TEN,S,Middle Tennessee State
Breshad Perriman,WR,2011,1724,2,0.7701,UCF,Lithonia,GA,33.7123305,-84.1051939,2015,1,26,BAL,WR,UCF
Gerald Hodges,OLB,2009,174,4,0.9207,Penn State,Paulsboro,NJ,39.830391,-75.2404608,2013,4,120,MIN,LB,Penn State
Alex McCalister,WDE,2012,519,3,0.8776,Florida,Clemmons,NC,36.0215258,-80.3819984,2016,7,240,PHI,DE,Florida
Nick Mondek,ATH,2007,1013,3,0.826,Purdue,Naperville,IL,41.7729107,-88.147867,2012,6,195,HOU,OL,Purdue
Trey Flowers,WDE,2011,1369,3,0.808,Arkansas,Huntsville,AL,34.729847,-86.5859011,2015,4,101,NWE,DE,Arkansas
Pat Elflein,OG,2012,998,3,0.8419,Ohio State,Pickerington,OH,39.8842304,-82.7535049,2017,3,70,MIN,C,Ohio State
Anthony Sherman,ILB,2007,1028,3,0.8243,Connecticut,North Attleboro,MA,41.96282195,-71.34274279,2011,5,136,ARI,RB,Connecticut
Daniel Lasco,APB,2011,233,4,0.902,California,The Woodlands,TX,30.1734194,-95.504686,2016,7,237,NOR,RB,California
Kevon Seymour,CB,2012,132,4,0.9437,USC,Pasadena,CA,34.1476452,-118.1444779,2016,6,218,BUF,CB,USC
Josh Evans,S,2009,494,3,0.8736,Florida,Irvington,NJ,40.7323235,-74.2348684,2013,6,169,JAX,DB,Florida
Tahir Whitehead,S,2008,1864,2,0.7444,Temple,Newark,NJ,40.735657,-74.1723667,2012,5,138,DET,LB,Temple
James Hanna,TE,2008,292,4,0.8942,Oklahoma,Flower Mound,TX,33.0145673,-97.0969552,2012,6,186,DAL,TE,Oklahoma
Josh Carraway,WDE,2012,1911,2,0.7889,TCU,Flower Mound,TX,33.0145673,-97.0969552,2017,7,227,TEN,OLB,TCU
David DeCastro,OC,2008,360,3,0.8847,Stanford,Bellevue,WA,47.6144219,-122.1923372,2012,1,24,PIT,G,Stanford
Jason Williams,DUAL,2007,1510,2,0.7767,Eastern Michigan,Miamisburg,OH,39.6428362,-84.2866083,2009,3,69,DAL,LB,Western Illinois
Mason Foster,OLB,2007,1066,3,0.8198,Washington,Seaside,CA,36.6258085,-121.8170359,2011,3,84,TAM,LB,Washington
Terry Poole,OT,2012,2794,2,0.7333,San Diego State,Seaside,CA,36.6258085,-121.8170359,2015,4,130,SEA,G,San Diego State
Star Lotulelei,SDE,2007,1069,3,0.8198,Brigham Young,Ephraim,UT,39.3596842,-111.5863052,2013,1,14,CAR,DT,Utah
Michael Mauti,OLB,2008,138,4,0.9334,Penn State,Mandeville,LA,30.3582305,-90.0657477,2013,7,213,MIN,LB,Penn State
Donovan Smith,OT,2011,164,4,0.9241,Penn State,Owings Mills,MD,39.4010753,-76.796299,2015,2,34,TAM,T,Penn State
Joe Schobert,ATH,2012,2185,2,0.7698,Wisconsin,Waukesha,WI,43.0116784,-88.2314813,2016,4,99,CLE,OLB,Wisconsin
Tyler Kroft,TE,2011,1006,3,0.8338,Rutgers,Exton,PA,40.0289955,-75.6207651,2015,3,85,CIN,TE,Rutgers
Amara Darboh,WR,2012,218,4,0.9188,Michigan,West Des Moines,IA,41.5645337,-93.7595281,2017,3,106,SEA,WR,Michigan
Colin Jones,ATH,2007,2195,2,0.7,Duke,Mercersburg,PA,39.8282214,-77.9037226,2011,6,190,SFO,DB,TCU
Xavier Su'a-Filo,OT,2009,43,4,0.9774,UCLA,Provo,UT,40.2338438,-111.6585337,2014,2,33,HOU,G,UCLA
Bronson Kaufusi,SDE,2010,165,4,0.928,Brigham Young,Provo,UT,40.2338438,-111.6585337,2016,3,70,BAL,DE,BYU
Sean Renfree,PRO,2008,310,4,0.8933,Duke,Scottsdale,AZ,33.5091215,-111.8992365,2013,7,249,ATL,QB,Duke
Tyeler Davison,DT,2010,1775,3,0.8111,Fresno State,Scottsdale,AZ,33.5091215,-111.8992365,2015,5,154,NOR,DT,Fresno State
Jordan Hill,SDE,2009,1520,3,0.8111,Penn State,Harrisburg,PA,40.2663107,-76.8861122,2013,3,87,SEA,DT,Penn State
Noah Spence,WDE,2012,5,5,0.9975,Ohio State,Harrisburg,PA,40.2663107,-76.8861122,2016,2,39,TAM,DE,Eastern Kentucky
