,city,college,heightFt,heightIn,location,player,position,rank,rate,school,score,state,weight,year
3005,Bloomington,Illinois,6,3,"Bloomington, IL, united states of america",Josh Brent,DT,206,4,Central Catholic,0.8986,IL,280,2007
3006,Bloomfield Hills,Tennessee,6,6,"Bloomfield Hills, MI, united states of america",Darris Sawtelle,OT,207,4,Brother Rice,0.8986,MI,295,2007
3007,Oxnard,Oregon,6,3,"Oxnard, CA, united states of america",Malachi Lewis,ATH,208,4,Rio Mesa,0.8986,CA,215,2007
3008,Lowell,Oklahoma,6,2,"Lowell, MI, united states of america",Keith Nichol,DUAL,209,4,Lowell,0.8986,MI,222,2007
3009,Belle Glade,Miami,5,11,"Belle Glade, FL, united states of america",Damien Berry,S,210,4,Glades Central,0.8986,FL,197,2007
3010,Woodland Hills,USC,6,2,"Woodland Hills, CA, united states of america",Malcolm Smith,OLB,211,4,Taft,0.8986,CA,200,2007
3011,San Francisco,California,6,5,"San Francisco, CA, united states of america",Matt Summers-Gavin,OT,212,4,St. Ignatius College Preparatory,0.8986,CA,271,2007
3012,Hollywood,UCF,6,2,"Hollywood, FL, united states of america",Kamar Aiken,ATH,213,4,Chaminade-Madonna Prep,0.8984,FL,200,2007
3013,Oakboro,North Carolina,6,2,"Oakboro, NC, united states of america",Quantavius Sturdivant,ATH,214,4,West Stanly,0.8977,NC,225,2007
3014,La Marque,Texas,6,4,"La Marque, TX, united states of america",Aundre McGaskey,OG,215,4,La Marque,0.8955,TX,290,2007
3015,Thousand Oaks,Oregon,5,11,"Thousand Oaks, CA, united states of america",Anthony Gildon,CB,216,4,Oaks Christian,0.8955,CA,189,2007
3016,Compton,Oregon State,6,0,"Compton, CA, united states of america",David Ross,CB,217,4,Compton Dominguez,0.8955,CA,174,2007
3017,Waxahachie,Oklahoma,6,4,"Waxahachie, TX, united states of america",Jason Hannan,OG,218,4,Waxahachie,0.8955,TX,277,2007
3018,Brownsville,Alabama,6,3,"Brownsville, TN, united states of america",Alex Watkins,OLB,219,4,Haywood,0.8955,TN,234,2007
3019,Belle Glade,Auburn,5,11,"Belle Glade, FL, united states of america",Johnnie Lee Dixon,ATH,220,4,Glades Central,0.8938,FL,176,2007
3020,Dallas,SMU,5,10,"Dallas, TX, united states of america",Derrius Bell,CB,221,4,Hillcrest,0.8929,TX,165,2007
3021,North Wilkesboro,Clemson,6,6,"North Wilkesboro, NC, united states of america",Landon Walker,OT,222,4,East Wilkes,0.8924,NC,310,2007
3022,Opa Locka,Miami,6,1,"Opa Locka, FL, united states of america",Demarcus VanDyke,ATH,223,4,Monsignor Pace,0.8917,FL,161,2007
3023,Maumelle,Arkansas,6,3,"Maumelle, AR, united states of america",David Williams,TE,224,4,Central Arkansas Christian,0.8906,AR,240,2007
3024,West Monroe,LSU,6,4,"West Monroe, LA, united states of america",Will Blackwell,DT,225,4,West Monroe,0.8906,LA,296,2007
3025,Baton Rouge,Georgia Tech,6,4,"Baton Rouge, LA, united states of america",Jason Peters,SDE,226,4,Catholic,0.8906,LA,271,2007
3026,Lakeland,Florida,6,4,"Lakeland, FL, united states of america",Maurkice Pouncey,OG,227,4,Lakeland,0.8906,FL,287,2007
3027,Homestead,UCF,6,0,"Homestead, FL, united states of america",Alphonso Bryant,WR,228,4,Homestead,0.8906,FL,190,2007
3028,Norfolk,N.C. State,6,4,"Norfolk, VA, united states of america",Jay Smith,WR,229,4,Lake Taylor,0.8906,VA,200,2007
3029,Coffeyville,Tennessee,6,4,"Coffeyville, KS, united states of america",Rae Sykes,WDE,230,4,Alcoa,0.8906,KS,240,2007
3030,Detroit,Iowa,6,1,"Detroit, MI, united states of america",Cedric Everson,ATH,231,4,Mumford,0.8906,MI,178,2007
3031,Hutto,TCU,5,10,"Hutto, TX, united states of america",Jeremy Kerley,ATH,232,4,Hutto,0.8906,TX,170,2007
3032,Snellville,Georgia,5,11,"Snellville, GA, united states of america",Rennie Curran,ILB,233,4,Brookwood,0.8906,GA,202,2007
3033,Panama City,Florida State,5,11,"Panama City, FL, united states of america",Bert Reed,WR,234,4,Bay,0.8906,FL,165,2007
3034,Jeffersonville,Georgia,6,5,"Jeffersonville, GA, united states of america",Chris Little,OG,235,4,Twiggs County,0.8906,GA,342,2007
3035,Seguin,Oklahoma,5,11,"Seguin, TX, united states of america",Desmond Jackson,S,236,4,Seguin,0.8906,TX,187,2007
3036,Overland Park,Notre Dame,6,2,"Overland Park, KS, united states of america",Brian Smith,OLB,237,4,St. Thomas Aquinas,0.8906,KS,222,2007
3037,Gainesville,Georgia Tech,6,6,"Gainesville, GA, united states of america",Nick Claytor,OT,238,4,Gainesville,0.8906,GA,312,2007
3038,Brooklyn,Maryland,6,4,"Brooklyn, NY, united states of america",Lansford Watson,TE,239,4,Abraham Lincoln,0.8906,NY,226,2007
3039,Ventura,Texas,6,2,"Ventura, CA, united states of america",Blaine Irby,TE,240,4,St. Bonaventure,0.8906,CA,224,2007
3040,Silver Spring,West Virginia,6,0,"Silver Spring, MD, united states of america",Pat Lazear,ILB,241,4,Wheaton,0.8906,MD,229,2007
3041,Midlothian,Virginia Tech,6,6,"Midlothian, VA, united states of america",Blake DeChristopher,OT,242,4,Clover Hill,0.8906,VA,300,2007
3042,Delray Beach,Miami,6,6,"Delray Beach, FL, united states of america",Orlando Franklin,OT,243,4,Atlantic,0.8906,FL,300,2007
3043,Tallahassee,Tennessee,6,2,"Tallahassee, FL, united states of america",Deshaun Barnes,S,244,3,Lincoln,0.8889,FL,195,2007
3044,Tatum,Tennessee,6,1,"Tatum, TX, united states of america",Denarius Moore,WR,245,3,Tatum,0.8889,TX,194,2007
3045,Bloomfield Hills,Wisconsin,5,11,"Bloomfield Hills, MI, united states of america",Quincy Landingham,S,246,3,Bloomfield Hills Lahser,0.8875,MI,202,2007
3046,Harvey,Illinois,6,3,"Harvey, IL, united states of america",Anthony Morris,S,247,3,Thornton Township,0.8875,IL,200,2007
3047,Folkston,Georgia Tech,6,4,"Folkston, GA, united states of america",D.J. Donley,WR,248,3,Charlton County,0.8875,GA,200,2007
3048,Statesboro,Georgia,6,3,"Statesboro, GA, united states of america",Justin Houston,OLB,249,3,Statesboro,0.8875,GA,228,2007
3049,Round Rock,Texas,5,10,"Round Rock, TX, united states of america",James Kirkendoll,WR,250,3,Round Rock,0.8875,TX,178,2007
3750,Jackson,Georgia,6,6,"Jackson, GA, united states of america",Neland Ball,WDE,251,3,Jackson,0.8875,GA,216,2007
3751,Denver,Oregon,6,1,"Denver, CO, united states of america",Drew Davis,WR,252,3,Montbello,0.8875,CO,210,2007
3752,Ashburn,Notre Dame,6,5,"Ashburn, VA, united states of america",Andrew Nuss,OG,253,3,Stone Bridge,0.8875,VA,290,2007
3753,Piscataway,Maryland,5,10,"Piscataway, NJ, united states of america",Tony Logan,ATH,254,3,Piscataway Twp,0.8875,NJ,170,2007
3754,Highland Springs,Virginia Tech,5,11,"Highland Springs, VA, united states of america",Cris Hill,CB,255,3,Highland Springs,0.8875,VA,166,2007
3755,Washington,Virginia,6,5,"Washington, DC, united states of america",Lamar Milstead,OT,256,3,Coolidge,0.8875,DC,285,2007
3756,Upland,Brigham Young,6,6,"Upland, CA, united states of america",Devin Mahina,TE,257,3,Upland,0.8875,CA,221,2007
3757,Olney,Virginia,6,3,"Olney, MD, united states of america",Nick Jenkins,DT,258,3,Good Counsel,0.8875,MD,285,2007
3758,Rockingham,South Carolina,6,2,"Rockingham, NC, united states of america",Melvin Ingram,ILB,259,3,Richmond,0.8875,NC,265,2007
3759,Washington,Pittsburgh,6,2,"Washington, DC, united states of america",Tony Tucker,WDE,260,3,St. John's College HS,0.8875,DC,225,2007
3760,District Heights,Maryland,6,1,"District Heights, MD, united states of america",Devonte Campbell,TE,261,3,Forestville,0.8875,MD,234,2007
3761,Natchez,LSU,6,0,"Natchez, MS, united states of america",Stevan Ridley,ATH,262,3,Trinity Episcopal Day School,0.8875,MS,211,2007
3762,Memphis,Tennessee,6,3,"Memphis, TN, united states of america",Chris Walker,WDE,263,3,Christian Brothers,0.8875,TN,245,2007
3763,Knoxville,Notre Dame,6,2,"Knoxville, TN, united states of america",Harrison Smith,S,264,3,Knoxville Catholic,0.8875,TN,201,2007
3764,Seattle,Washington,6,5,"Seattle, WA, united states of america",Emeka Iweka,OT,265,3,Rainier Beach,0.8875,WA,290,2007
3765,Lynn Haven,Auburn,6,1,"Lynn Haven, FL, united states of america",Carlton Johnson,OLB,266,3,A. Crawford Mosley,0.8875,FL,184,2007
3766,Central,Clemson,6,5,"Central, SC, united states of america",Jarvis Jenkins,DT,267,3,D W Daniel,0.8875,SC,308,2007
3767,Cincinnati,Illinois,6,6,"Cincinnati, OH, united states of america",Mark Jackson,OT,268,3,Harmony Community School,0.8875,OH,312,2007
3768,Erie,Pittsburgh,6,1,"Erie, PA, united states of america",Maurice Williams,WR,269,3,Strong Vincent,0.8863,PA,184,2007
3769,Gardena,Washington,6,3,"Gardena, CA, united states of america",Anthony Boyles,ATH,270,3,Junipero Serra,0.8861,CA,185,2007
3770,Richmond,Florida State,6,4,"Richmond, VA, united states of america",Jamar Jackson,WDE,271,3,Varina,0.8861,VA,248,2007
3771,Pontiac,Michigan,6,5,"Pontiac, MI, united states of america",Martell Webb,WR,272,3,Pontiac Northern,0.8844,MI,225,2007
3772,San Diego,Oregon,6,2,"San Diego, CA, united states of america",Todd Doxey,S,273,3,Hoover,0.8844,CA,175,2007
3773,Arlington,Oklahoma,5,11,"Arlington, TX, united states of america",Jamell Fleming,CB,274,3,Seguin,0.8844,TX,187,2007
3774,Hazlehurst,Mississippi State,6,5,"Hazlehurst, MS, united states of america",Jazzmen Guy,SDE,275,3,Hazlehurst,0.8844,MS,265,2007
3775,Bolingbrook,Louisville,5,11,"Bolingbrook, IL, united states of america",Dale Martin,RB,276,3,Bolingbrook,0.8844,IL,195,2007
3776,Paris,Arkansas,6,7,"Paris, AR, united states of america",Grant Freeman,OT,277,3,Paris,0.8844,AR,305,2007
3777,Brenham,Texas,6,0,"Brenham, TX, united states of america",Brandon Collins,WR,278,3,Brenham,0.8844,TX,167,2007
3778,Lakeland,Florida,6,4,"Lakeland, FL, united states of america",Mike Pouncey,OG,279,3,Lakeland,0.8844,FL,280,2007
3779,Norman,Oklahoma,5,10,"Norman, OK, united states of america",Ryan Broyles,WR,280,3,Norman,0.8844,OK,188,2007
3780,Frederick,West Virginia,6,1,"Frederick, MD, united states of america",Terence Kerns,RB,281,3,Governor Thomas Johnson,0.8844,MD,208,2007
3781,Pensacola,Alabama,6,2,"Pensacola, FL, united states of america",Chris Lett,CB,282,3,Pensacola,0.8844,FL,195,2007
3782,Sacramento,Oregon,6,3,"Sacramento, CA, united states of america",Terrance Pritchett,OLB,283,3,Grant Union,0.8844,CA,205,2007
3783,Charlotte,South Carolina,6,4,"Charlotte, NC, united states of america",Jason Barnes,WR,284,3,Independence,0.8844,NC,197,2007
3784,Pearland,Texas,5,9,"Pearland, TX, united states of america",Fozzy Whittaker,APB,285,3,Pearland,0.8844,TX,187,2007
3785,Baton Rouge,Oklahoma,6,5,"Baton Rouge, LA, united states of america",Frank Alexander,WDE,286,3,Southern University Lab School,0.8844,LA,248,2007
3786,Kahuku,Arizona,6,1,"Kahuku, HI, united states of america",Kaniela Tuipulotu,DT,287,3,Kahuku,0.8844,HI,280,2007
3787,DeSoto,Texas A&M,6,3,"DeSoto, TX, united states of america",Von Miller,OLB,288,3,DeSoto,0.8844,TX,243,2007
3788,Belle Glade,LSU,6,5,"Belle Glade, FL, united states of america",Ernest McCoy,OG,289,3,Glades Central,0.8844,FL,330,2007
3789,Norco,USC,5,11,"Norco, CA, united states of america",Jordan Campbell,ILB,290,3,Norco,0.8830,CA,226,2007
3790,Garland,Arkansas,5,11,"Garland, TX, united states of america",Jermaine Love,OLB,291,3,North Garland,0.8813,TX,220,2007
3791,Orange,West Virginia,6,4,"Orange, VA, united states of america",Bradley Starks,DUAL,292,3,Orange Co.,0.8813,VA,180,2007
3792,Overland Park,Nebraska,6,2,"Overland Park, KS, united states of america",Blake Lawrence,OLB,293,3,Shawnee Mission West,0.8813,KS,199,2007
3793,Los Angeles,Oregon State,5,9,"Los Angeles, CA, united states of america",Reggie Dunn,WR,294,3,Verbum Dei,0.8813,CA,165,2007
3794,Milpitas,USC,6,1,"Milpitas, CA, united states of america",Brandon Carswell,WR,295,3,Milpitas,0.8813,CA,172,2007
3795,Athens,Alabama,6,2,"Athens, AL, united states of america",Alfred McCullough,OG,296,3,Athens,0.8813,AL,311,2007
3796,Hammond,Ole Miss,6,4,"Hammond, LA, united states of america",Rishaw Johnson,OG,297,3,Hammond,0.8813,LA,315,2007
3797,Mansfield,Boston College,6,5,"Mansfield, MA, united states of america",Corey Eason,SDE,298,3,Mansfield,0.8813,MA,265,2007
3798,Catawissa,Penn State,6,5,"Catawissa, PA, united states of america",Josh Marks,OT,299,3,Southern Columbia,0.8795,PA,300,2007
3799,Matthews,North Carolina,6,2,"Matthews, NC, united states of america",Ryan Houston,RB,300,3,Butler,0.8795,NC,245,2007
4500,Charleston,Ole Miss,6,0,"Charleston, MS, united states of america",Johnny Brown,ATH,301,3,Charleston,0.8795,MS,190,2007
4501,Indianapolis,Virginia Tech,6,0,"Indianapolis, IN, united states of america",Darren Evans,RB,302,3,Warren Central,0.8795,IN,207,2007
4502,Pittsburgh,Pittsburgh,6,1,"Pittsburgh, PA, united states of america",Myles Caragein,SDE,303,3,Keystone Oaks,0.8795,PA,258,2007
4503,Moultrie,Georgia,5,11,"Moultrie, GA, united states of america",Vance Cuff,CB,304,3,Colquitt County,0.8795,GA,177,2007
4504,New Orleans,Ole Miss,5,11,"New Orleans, LA, united states of america",Lionel Breaux,WR,305,3,McDonogh 35,0.8795,LA,183,2007
4505,Huntersville,Tennessee,5,11,"Huntersville, NC, united states of america",Daryl Vereen,OLB,306,3,North Mecklenburg,0.8795,NC,221,2007
4506,Hollywood,Notre Dame,6,3,"Hollywood, FL, united states of america",Emeka Nwankwo,SDE,307,3,Chaminade-Madonna Prep,0.8795,FL,285,2007
4507,Highland Springs,Tennessee,5,11,"Highland Springs, VA, united states of america",C.J. Fleming,CB,308,3,Highland Springs,0.8795,VA,165,2007
4508,Fort Lauderdale,Auburn,6,3,"Fort Lauderdale, FL, united states of america",Wes Byrum,K,309,3,St. Thomas Aquinas,0.8795,FL,195,2007
4509,Warren,West Virginia,5,11,"Warren, OH, united states of america",Sidney Glover,S,310,3,Warren G Harding,0.8795,OH,202,2007
4510,Adrian,Georgia Tech,6,6,"Adrian, MI, united states of america",Steven Threet,PRO,311,3,Adrian,0.8781,MI,225,2007
4511,San Antonio,Oklahoma,6,2,"San Antonio, TX, united states of america",Travis Lewis,ILB,312,3,South San Antonio,0.8781,TX,227,2007
4512,Marietta,Auburn,6,5,"Marietta, GA, united states of america",Bailey Woods,TE,313,3,Walton,0.8781,GA,240,2007
4513,Arlington,Virginia,6,0,"Arlington, VA, united states of america",Max Milien,FB,314,3,Yorktown,0.8778,VA,210,2007
4514,Killeen,Arkansas State,6,3,"Killeen, TX, united states of america",Brandon Joiner,WDE,315,3,Shoemaker,0.8778,TX,230,2007
4515,Garland,TCU,6,1,"Garland, TX, united states of america",Tejay Johnson,S,316,3,South Garland,0.8778,TX,185,2007
4516,Madison,Florida State,5,10,"Madison, FL, united states of america",Bernard Brinson,CB,317,3,Madison County,0.8778,FL,169,2007
4517,Trenton,Rutgers,6,7,"Trenton, NJ, united states of america",Keith Newell,SDE,318,3,Trenton Central,0.8778,NJ,280,2007
4518,Oxford,Stanford,6,1,"Oxford, MS, united states of america",Jonathan Frink,ILB,319,3,Oxford,0.8778,MS,214,2007
4519,Palos Verdes Peninsula,California,6,3,"Palos Verdes Peninsula, CA, united states of america",Todd Huber,OG,320,3,Palos Verdes,0.8778,CA,273,2007
4520,Las Vegas,Boise State,6,3,"Las Vegas, NV, united states of america",Billy Winn,SDE,321,3,Las Vegas,0.8778,NV,266,2007
4521,Neeses,Tennessee,6,5,"Neeses, SC, united states of america",William Brimfield,DT,322,3,Hunter-kinard-tyler,0.8778,SC,287,2007
4522,Ewa Beach,Stanford,6,3,"Ewa Beach, HI, united states of america",Matthew Masifilo,SDE,323,3,James Campbell,0.8778,HI,258,2007
4523,Germantown,Rutgers,6,1,"Germantown, MD, united states of america",Jourdan Brooks,ILB,324,3,Seneca Valley,0.8778,MD,247,2007
4524,Bakersfield,California,6,3,"Bakersfield, CA, united states of america",Justin Cheadle,DT,325,3,Bakersfield,0.8778,CA,266,2007
4525,Leander,Nebraska,6,0,"Leander, TX, united states of america",Curenski Gilleylen,RB,326,3,Leander,0.8778,TX,210,2007
4526,Lincolnton,Virginia Tech,6,5,"Lincolnton, GA, united states of america",Brandon Barden,TE,327,3,Lincoln County,0.8778,GA,211,2007
4527,Chatham,Clemson,6,5,"Chatham, VA, united states of america",Miguel Chavis,WDE,328,3,Hargrave Military Academy,0.8778,VA,255,2007
4528,Corona,Oregon State,6,2,"Corona, CA, united states of america",Ryan McCants,FB,329,3,Santiago,0.8778,CA,230,2007
4529,Lakeland,NoCollege,,,"Lakeland, FL, united states of america",Claude Davis,SDE,330,3,Lake Gibson,0.8778,FL,-,2007
4530,Cleveland,Iowa,6,2,"Cleveland, OH, united states of america",Lebron Daniel,SDE,331,3,Glenville,0.8778,OH,250,2007
4531,Montreal,Michigan,6,4,"Montreal, QC, united states of america",Renaldo Sagesse,DT,332,3,Alma Academy,0.8778,QC,315,2007
4532,Jonesboro,Arkansas,6,4,"Jonesboro, AR, united states of america",Grant Cook,OG,333,3,Jonesboro,0.8778,AR,318,2007
4533,Trenton,Rutgers,6,6,"Trenton, NJ, united states of america",Wayne Thomas,DT,334,3,Hamilton North-Nottingham,0.8778,NJ,285,2007
4534,Bakersfield,Hawaii,5,11,"Bakersfield, CA, united states of america",Kenny Graham,CB,335,3,Bakersfield Christian,0.8778,CA,190,2007
4535,Orange,Texas,5,10,"Orange, TX, united states of america",Earl Thomas,S,336,3,West Orange-Stark,0.8767,TX,175,2007
4536,Rosenberg,LSU,6,7,"Rosenberg, TX, united states of america",Jarvis Jones,OT,337,3,Lamar Consolidated,0.8767,TX,250,2007
4537,Dallas,California,6,5,"Dallas, TX, united states of america",Brock Mansion,PRO,338,3,Episcopal School of Dallas,0.8764,TX,221,2007
4538,Pittsburgh,Virginia,6,5,"Pittsburgh, PA, united states of america",Andrew Devlin,TE,339,3,Mt. Lebanon,0.8764,PA,250,2007
4539,Gilmer,Texas,6,2,"Gilmer, TX, united states of america",G.J. Kinne,DUAL,340,3,Gilmer,0.8764,TX,207,2007
4540,Atlanta,South Carolina,5,9,"Atlanta, GA, united states of america",Addison Williams,CB,341,3,Westlake,0.8764,GA,169,2007
4541,Humboldt,Iowa,6,4,"Humboldt, IA, united states of america",Tyler Nielsen,OLB,342,3,Humboldt,0.8764,IA,235,2007
4542,Dallas,Miami,5,9,"Dallas, TX, united states of america",Shawnbrey McNeal,RB,343,3,James Madison,0.8764,TX,181,2007
4543,Saint Paul,Minnesota,6,2,"Saint Paul, MN, united states of america",Andre Tate,RB,344,3,Henry Sibley Senior,0.8764,MN,215,2007
4544,Saint Paul,Iowa,6,2,"Saint Paul, MN, united states of america",Broderick Binns,WDE,345,3,Cretin Derham Hall,0.8764,MN,261,2007
4545,Las Vegas,Arizona State,6,3,"Las Vegas, NV, united states of america",Po'u Palelei,OG,346,3,Bishop Gorman,0.8764,NV,330,2007
4546,Thousand Oaks,Oregon,6,1,"Thousand Oaks, CA, united states of america",Casey Matthews,ILB,347,3,Oaks Christian,0.8764,CA,220,2007
4547,Westbrook,Texas A&M,6,4,"Westbrook, TX, united states of america",Billy Chavis,ATH,348,3,Westbrook School,0.8764,TX,220,2007
4548,New Iberia,LSU,6,5,"New Iberia, LA, united states of america",Mitch Joseph,TE,349,3,Catholic,0.8764,LA,243,2007
4549,Lemont,Michigan,6,2,"Lemont, IL, united states of america",David Molk,OG,350,3,Lemont,0.8764,IL,280,2007
5250,Alhambra,Michigan,6,0,"Alhambra, CA, united states of america",Zion Babb,WR,351,3,Alhambra,0.8764,CA,177,2007
5251,Pflugerville,Arizona,6,2,"Pflugerville, TX, united states of america",Joseph Reese,RB,352,3,Hendrickson,0.8764,TX,190,2007
5252,Kennewick,Brigham Young,6,5,"Kennewick, WA, united states of america",Jason Munns,PRO,353,3,Southridge,0.8764,WA,229,2007
5253,Prattville,Alabama,6,1,"Prattville, AL, united states of america",Nick Gentry,DT,354,3,Prattville,0.8764,AL,284,2007
5254,Orlando,Florida,6,4,"Orlando, FL, united states of america",Jerry Howard,WDE,355,3,Jones,0.8757,FL,240,2007
5255,Diboll,Missouri,6,2,"Diboll, TX, united states of america",Gilbert Moye,ATH,356,3,Diboll,0.8750,TX,200,2007
5256,Coeur D Alene,Oregon,6,5,"Coeur D Alene, ID, united states of america",Carson York,OG,357,3,Lake City,0.8750,ID,270,2007
5257,San Diego,Colorado,6,1,"San Diego, CA, united states of america",Markques Simas,WR,358,3,Mira Mesa,0.8750,CA,198,2007
5258,Peculiar,Missouri,5,11,"Peculiar, MO, united states of america",Derick Washington,RB,359,3,Raymore-Peculiar,0.8750,MO,194,2007
5259,Somerville,Rutgers,5,9,"Somerville, NJ, united states of america",Mason Robinson,ATH,360,3,Somerville,0.8750,NJ,180,2007
5260,Warren,Ohio State,5,10,"Warren, OH, united states of america",Daniel Herron,RB,361,3,Warren G Harding,0.8750,OH,202,2007
5261,Bastrop,LSU,6,3,"Bastrop, LA, united states of america",Kentravis Aubrey,SDE,362,3,Bastrop,0.8750,LA,285,2007
5262,Auburn,Stanford,6,3,"Auburn, WA, united states of america",Kellen Kiilsgaard,DUAL,363,3,Auburn Senior,0.8750,WA,215,2007
